ISBN,Title,Author,Publisher,Pages,Date Published,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
1-891024-12-4,Yvonne Puffer: Family Mini-Series,Katy Siegel,D.A.P./Distributed Art Publishers,64,6/2/1999,Paperback,"Yvonne Puffer. Catalog Of An Exhibition Held At The Margarete Roeder Gallery, May 20-june 26, 1999. Includes Yvonne Puffer : An Interview By Katy Siegel.",en,First Edition,"Height: 7.95 Inches, Length: 7.95 Inches, Weight: 0.50044933474 Pounds, Width: 0.25 Inches",19.95,https://images.isbndb.com/covers/41/22/9781891024122.jpg,Success,81,22.3.4
0-06-440772-1,Kissing the Witch: Old Tales in New Skins,"Donoghue, Emma",HarperTeen,240,2/27/1999,Paperback,"<p>Thirteen tales are unspun from the deeply familiar, and woven anew into a collection of fairy tales that wind back through time. Acclaimed Irish author Emma Donoghue reveals heroines young and old in unexpected alliances—sometimes treacherous, sometimes erotic, but always courageous. Told with luminous voices that shimmer with sensuality and truth, these age-old characters shed their antiquated cloaks to travel a seductive new landscape, radiantly transformed.Cinderella forsakes the handsome prince and runs off with the fairy godmother; Beauty discovers the Beast behind the mask is not so very different from the face she sees in the mirror; Snow White is awakened from slumber by the bittersweet fruit of an unnamed desire. Acclaimed writer Emma Donoghue spins new tales out of old in a magical web of thirteen interconnected stories about power and transformation and choosing one's own path in the world. In these fairy tales, women young and old tell their own stories of love and hate, honor and revenge, passion and deception. Using the intricate patterns and oral rhythms of traditional fairy tales, Emma Donoghue wraps age-old characters in a dazzling new skin.</p>
<p>2000 List of Popular Paperbacks for YA</p>


                        <p>A collection of thirteen interconnected stories that give old fairy tales a new twist.
</p>",en,Reprint,"Height: 8.12 Inches, Length: 4.75 Inches, Weight: 0.4 Pounds, Width: 0.55 Inches",11.99,https://images.isbndb.com/covers/77/24/9780064407724.jpg,Success,82,22.3.4
0-85323-793-X,"Deconstructing the Starships: Science, Fiction and Reality (Liverpool University Press - Liverpool Science Fiction Texts & Studies)","Jones, Gwyneth",Liverpool University Press,240,1/11/1998,Paperback,"These Essays And Reviews Have Been Selected From Work By A Practising Sf Writer Produced During A Decade In Which The Stuff Of Science Fiction Became Part Of Everyday Life. Dreams Of Galactic Empire Did Not Come True, The Invaders From Mars (or From Any Other Alien Planet In Our Locality) Are Consigned To Fantasy. But A Great Deal Of The Future Imagined By Gwyneth Jones' Generation Of Sf Writers Is Actually With Us; Reality And Science Fiction Are Moving Into Close Conjunction, So That Sf Is No Longer The Strange Reflection And Artistic Elaboration Of Current Pre-occupations. The Subject Matter Of This Collection Is Varied, But Displays Jones' Stance As A Practising Sf Writer And A Feminist; The Writing Is Characterised By Both An Incisive Engagement With The Texts And A Refusal To Dress That Engagement In Jargon. This Very Readable Book Both Provides Insight Into The Work Of One Of Our Most Interesting Writers And Presents Strongsometimes Even Subversive - Views Of A Range Of Modern Sf And Fantasy.--book Jacket. Pt. 1. All Science Is Description. Getting Rid Of The Brand Names -- The Lady And The Scientists -- Dreamer: An Exercise In Extrapolation 1989-2019 -- My Crazy Uncles: C.s. Lewis And Tolkien As Writers For Children. Pt. 2. Science, Fiction And Reality. Fools: The Neuroscience Of Cyberspace -- Trouble (living In The Machine) -- Sex: The Brains Of Female Hyena Twins -- Aliens In The Fourth Dimension. Pt. 3. The Reviews. In The Chinks Of The World Machine: Sarah Lefanu And Feminist Sf -- Consider Her Ways: The Fiction Of C.j. Cherryh -- Alien Sex: Ellen Datlow's Overview Of The Sf Orgasm -- The Boys Want To Be With The Boys: Neal Stephenson's Snow Crash -- Glory Season: David Brin's Feminist Utopia -- Virtual Light: A Shocking Dose Of Comfort And Joy From William Gibson -- Return To The Age Of Wonder: John Barnes's A Million Open Doors -- Winterlong: Elizabeth Hand At The End Of The World -- Plague Of Angels: The Fiction Of Sheri Tepper -- The Furies: Suzy Charnas Beyond The End Of The World -- Alien Influences: Kristine Kathryn Rusch In The Dark -- No Man's Land: Feminised Landscapes In The Utopian Fiction Of Ursula Le Guin. Gwyneth Jones. Includes Bibliographical References (p. [213]-214) And Index.",en,,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 0.8 Pounds, Width: 0.5 Inches",0,https://images.isbndb.com/covers/79/38/9780853237938.jpg,Success,82,22.3.4
1-885865-24-4,THROUGH A BRAZEN MIRROR,"Delia Sherman,Ellen Kushner,Cortney Skinner",Circlet Press,100,2/25/2015,Paperback,"<p>through A Brazen Mirror Is The Third Book In The Ultra Violet Library, Circlet's Imprint Of Fantasy And Science Fiction By/for/about Lesbian/gay/bi Folk. Originally Published In 1989 By Mass Market Publisher Ace, The Book Was Marketed As Generic Sword And Sorcery And, In The Way Of Mass Market Books, Disappeared From Sight Shortly Thereafter, Before It Had A Chance To Reach An Audience Who Would Appreciate Its Themes.</p><h3>publishers Weekly</h3><p>when It First Appeared In Print In Mass Market In 1989, Sherman's (the Porcelain Dove) Debut Novel, A Queer Fantasy, Won A John W. Campbell Award Nomination. No Wonder: Sherman's Grasp Of Setting, Language And Human Behavior Snare The Reader Deeply Into The Story Of A Widowed Woman's Search For Peace And Survival. The Handsome King In This Tale Has A Taste For The Strapping Young Men Around Him. The Gentle Maidens Swoon Over A Quiet And Romantically Somber Youth, Who Is, In Fact, A Woman In Disguise. And The Sorceress That Bedevils The Kingdom Of Albia Grows Queasy At The Thought Of Being Touched By Another Man After Her Reluctant Submission To The Sorcerer Who Trained Her. Is This A Ribald Escapade Of Explicit Sex? Hardly. Sherman's Deft Touch Reveals Her Characters' Desires In A Subtle Yet Unapologetic Manner. She Presents Not The Typical Sword-and-sorcery Fantasy, But A Tale That Takes A Realistic--and Captivating--look At Medieval Times. (sept.) Fyi: The Porcelain Dove Won The 1994 Mythopoeic Award. Copyright 1999 Cahners Business Information.</p>",en,1,"Height: 9 Inches, Length: 6 Inches, Weight: 0.48 Pounds, Width: 1 Inches",14.95,https://images.isbndb.com/covers/52/43/9781885865243.jpg,Success,82,22.3.4
0-88677-833-6,"The Black Swan (The Elemental Masters Fairy Tales, 2)","Lackey, Mercedes",DAW Hardcover,400,5/1/1999,Hardcover,,en,First Edition,"Height: 9.26 Inches, Length: 6.28 Inches, Weight: 1.4 Pounds, Width: 1.23 Inches",0,https://images.isbndb.com/covers/83/30/9780886778330.jpg,Success,82,22.3.4
0-14-027618-1,Gray Heroes: Elder Tales from Around the World,"Yolen, Jane",Penguin Group USA,233,1999,Paperback,"We think of folktales as stories for the young, but around the world many tales are told of wily, resourceful, and courageous older people. Award-winning folklorist and storyteller Jane Yolen—described in <i>Newsweek</i> as the ""Hans Christian Andersen of America""—has collected seventy-five stories from the world's storehouse of folklore to inspire and amuse elders and youngsters of all ages. Ranging from short, pithy parables to longer folktales and origin myths, these stories prove you're never too old to find love, play tricks, teach a lesson, learn from others, and even cheat death. 
<p> A welcome antidote to our youth-obsessed culture, <i>Gray Heroes</i> celebrates the riches of wisdom that only experience can furnish. Collected by an internationally known author of children's books and editor of <i>Favorite Folktales from Around the World</i>, this treasury of elder tales will prove an irresistible and long-lasting source of humor, inspiration, and wisdom.</p>",en,First Edition,"Height: 7.8 Inches, Length: 5.2 Inches, Weight: 0.5 Pounds, Width: 0.62 Inches",19.52,https://images.isbndb.com/covers/61/83/9780140276183.jpg,Success,82,22.3.4
1-58005-024-7,Night Shade: Gothic Tales by Women,,Seal Press,250,3/24/1999,Paperback,"From a housewife with morphing hands to a teenage girl who communes with La Noche, this audacious collection showcases 16 eerie, otherworldly tales by talented women writers. Contributors include Terri de la PeÃ±a, Ruthann Robson, Susanne Sturgis, and Barbara Wilson, among others.",en,First Edition,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.74295782294 Pounds, Width: 0.75 Inches",7.47,https://images.isbndb.com/covers/02/41/9781580050241.jpg,Success,83,22.3.4
1-899235-02-7,Rehearsal: Photographs of Dance,"Leoussi, Eleni",Dewi Lewis Publishing,136,1/1/2002,Hardcover,,en,,"Height: 13 Inches, Length: 9.6 Inches, Weight: 2.84 Pounds, Width: 0.7 Inches",55,https://images.isbndb.com/covers/50/25/9781899235025.jpg,Success,83,22.3.4
3-905514-22-2,Ann Mandelbaum,"Liesbrock, Heinz, Sokolowski, Thomas W.",Edition Stemmle,112,1994,Hardcover,,en,F First English-language Edition,"Height: 11 Inches, Length: 10 Inches, Weight: 1 Pounds, Width: 0.75 Inches",50,https://images.isbndb.com/covers/42/23/9783905514223.jpg,Success,83,22.3.4
0-312-86828-6,Dark Cities Underground,"Goldstein, Lisa",Tor Books,256,6/12/1999,Hardcover,,en,First Edition,"Height: 8.62 Inches, Length: 5.5 Inches, Weight: 0.9 Pounds, Width: 1.02 Inches",22.95,https://images.isbndb.com/covers/82/84/9780312868284.jpg,Success,83,22.3.4
3-905514-07-9,Imogen Cunningham: The Poetry of Form/Die Poesie Der Form (German and English Edition),"Cunningham, Imogen, Malde, Pradip, Lunsford, P. Celina",Edition Stemmle,96,1994,Hardcover,"Mit Einer Einführung Von Pradip Malde ; Vorwort, P. Celina Lunsford = Imogen Cunningham : The Poetry Of Form / With An Introduction By Pradip Malde ; Preface, P. Celina Lunsford. Catalog Of An Exhibition Held August 28 Through October 3, 1993 At The Fotografie Forum Frankfurt. German And English. Includes Bibliographical References (p. 91).",de,2,"Height: 12.5 Inches, Length: 10 Inches, Weight: 1.9 Pounds, Width: 0.5 Inches",45,https://images.isbndb.com/covers/40/70/9783905514070.jpg,Success,83,22.3.4
0-312-85970-8,"Juniper, Gentian, And Rosemary","Dean, Pamela",Tor Books,350,6/12/1999,Paperback,,en,First Edition,"Height: 8.3 Inches, Length: 5.44 Inches, Weight: 0.83555197298 Pounds, Width: 0.945 Inches",14.95,https://images.isbndb.com/covers/97/01/9780312859701.jpg,Success,83,22.3.4
0-312-87269-0,"The Truthsayer's Apprentice (Loregiver Series, Book 1)",Deborah Christian,St. Martins Press,396,1999,Hardcover,,en,First Edition,"Height: 9.75 Inches, Length: 6.5 Inches, Weight: 1.48 Pounds, Width: 1.25 Inches",27.95,https://images.isbndb.com/covers/26/94/9780312872694.jpg,Success,83,22.3.4
0-312-86644-5,There and Back Again: By Max Merriwell,"Murphy, Pat",Tor Books,300,1999,Hardcover,,en,First Edition,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 1.04940036712 Pounds, Width: 1 Inches",0,https://images.isbndb.com/covers/64/40/9780312866440.jpg,Success,83,22.3.4
0-312-85755-1,The Stars Compel,"Roessner, Michaela",Tor Books,430,1999,Hardcover,Michaela Roessner. A Tom Doherty Associates Book. Sequel To: The Stars Dispose.,en,First Edition,"Height: 8.5 Inches, Length: 6 Inches, Weight: 1.34922904344 Pounds, Width: 1.25 Inches",25.95,https://images.isbndb.com/covers/75/54/9780312857554.jpg,Success,83,22.3.4
0-8223-2189-0,"The Brazilian Photographs of Genevieve Naylor, 1940-1942","Levine, Robert M.",Duke University Press Books,144,3/13/1998,Paperback,"In the early 1940s, as the conflict between the Axis and the Allies spread worldwide, the U.S. State Department turned its attention to Axis influence in Latin America. To cultivate the region's support for the Allies while portraying Brazil and its neighbors as dependable wartime partners, the State Department created the Office of Inter-American Affairs, with Nelson Rockefeller in charge. Genevieve Naylor, a photojournalist previously employed by the Associated Press and the WPA, was sent to Brazil in 1940 by Rockefeller's agency to provide photographs for propaganda. Often balking at her mundane assignments, an independent-minded Naylor produced something far different and far more rich - a stunning collection of over a thousand images that document a rarely seen period in Brazilian history. Accompanied by analysis from Robert M. Levine, this selection of Naylor's photographs offers a unique view of everyday life during one of modern Brazil's least-examined decades.",en,First Edition,"Height: 12.25 Inches, Length: 9 Inches, Weight: 1.75047036028 Pounds, Width: 0.5 Inches",29.95,https://images.isbndb.com/covers/18/97/9780822321897.jpg,Success,83,22.3.4
0-271-01787-2,Artemisia Gentileschi and the Authority of Art: Critical Reading and Catalogue Raisonné,"Bissell, Ward",Penn State University Press,648,4/27/1999,Hardcover,"One Of The Most Memorable Creative Personalities Of The Baroque Age And Arguably The Most Forcefully Expressive And Influential Woman Painter In History, The Roman-born Artemisia Gentileschi (1593-1652/3) Has Become The Central Figure In The Recovery Of The History Of Art Produced By Women. Applying A Rigorous Methodology, This Profusely Illustrated Study With Interpretative Text And Catalogue Raisonne Embeds Gentileschi's Pictorially And Emotionally Compelling Pictures Within The Actual Sociocultural Contexts In And For Which They Were Created.--jacket. I. The Early Career In Rome, 1609-1612: Precociousness And Power -- Ii. Recognition, 1613-1620: Florence And Florentinism -- Iii. Rome And Venice, 1620-1628: From Reassertion To Reassessment -- Iv. Naples And London, 1629-1640: Grandiosity And Grandeur -- V. The Later Years In Naples, 1641-1652: Refinement, Reiteration, Resignation -- Vi. Myths, Misunderstandings, And Musings -- App. I. Register Of Documents Concerning Artemisia Gentileschi's Life And Work -- App. Ii. Artemisia Gentileschi's Daughter(s), Painter(s) -- App. Iii. Supplemental Documentation -- App. Iv. Amber Varnish And The Technique Of The Gentileschi / Melville Holmes -- Catalogue Raisonne. Autograph Paintings. Incorrect And Questionable Attributions. Lost Works. R. Ward Bissell. Includes Bibliographical References (p. [417]-425) And Index.",en,First Edition,"Height: 11 Inches, Length: 8.5 Inches, Weight: 4.94055929142 Pounds, Width: 1.72 Inches",0,https://images.isbndb.com/covers/78/77/9780271017877.jpg,Success,83,22.3.4
0-8195-6382-X,Seven for the Apocalypse,"Reed, Kit",Wesleyan University Press,230,8/13/1999,Paperback,,en,First Edition,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 0.77 Pounds, Width: 0.75 Inches",0,https://images.isbndb.com/covers/38/28/9780819563828.jpg,Success,83,22.3.4
0-8223-0771-5,"In the Street: Chalk Drawings and Messages, New York City, 1938–1948","Levitt, Helen",Duke University Press Books,105,6/30/1987,Paperback,"“all Over The City On Streets And Walks And Walls The Children . . . Have Established Ancient, Essential And Ephemeral Forms Of Art, Have Set Forth In Chalk And Crayon The Names And Images Of Their Pride, Love, Preying, Scorn, Desire. . . . The Lady In This House Is Nuts. . . . Lois I Have Gone Up The Street. Don’t Forget To Bring Your Skates. . . . Ruby Loves Max But Max Hates Ruby. . . . And Drawings, All Over, Of . . . Ships, Homes . . . Western Heroes . . . And Monsters . . . Which Each Strong Shower Effaces.”so Wrote James Agee In 1939. He Shared This Fascination With Children’s Street Drawings And Messages With His Friend Helen Levitt. Here Now Are Over One Hundred Of Her Photographs, Made In The Years Between 1938 And 1948. Most Of These Pictures Have Never Before Been Published. They Have Been Selected And Arranged By The Photographer And Carefully Reproduced.robert Coles Has Written Especially For This Book An Essay On The Imaginative Live Of Children And Of A Time When “. . . Children Still Had Some Visual Independence, Some Keen-eyed Interest In Laying Pictorial Claim To The World Around Them. . . . I Have Not Seen Scenes Such As Helen Levitt Offers In My Wanderings Through America’s City Streets Twenty And Thirty And Forty Years After These Were Taken. They Offer, Then, A Look Backward—though They Are Also Timeless In Certain Aspects. For Children Will Never Really Stop Being Tempted By Their Imaginative Faculties To Show And Tell—to Let Others See What They Find Themselves Conceiving In Thought And Fantasy And Dream.” Helen Levitt ; With An Essay By Robert Coles ; [edited By Alex Harris And Marvin Hoshino]. Published By Duke University Press For The University's Center For Documentary Photography In Conjunction With An Exhibition Organized By The International Center Of Photography--p. I.",en,2nd Printing,"Height: 11.25 Inches, Length: 9.25 Inches, Weight: 1.3007273458 Pounds, Width: 0.5 Inches",29.95,https://images.isbndb.com/covers/77/16/9780822307716.jpg,Success,83,22.3.4
1-56280-250-X,The Very Thought of You: Erotic Love Stories,,Naiad Pr,275,1999,Paperback,One Hour/laura Adams -- Four Letters/julia Watts -- Fair Play/barbara Johnson -- Taboo/tracey Richardson -- The Protest/lisa Shapiro -- Light And Shadow/janet Mcclellan -- Double Fantasy/therese Szymanski & Barbara Johnson -- Sheila/penny Hayes -- Tattered Pages/marianne K. Martin -- Imagine/therese Szymanski -- Quiet Place/karin Kallmaker -- Now Or Later/laura Dehart Young -- Don't Think/lyn Denison -- Special Delivery/linda Hill -- The Academy/peggy J. Herring -- No Experience Necessary/saxon Bennett -- Blueberry Clinic/diana Tremain Braund -- The Garden/christine Cassidy -- Long Ride Home/kate Calloway -- Remember Me/ann O'leary -- Who Will Cry For The Snake/catherine Ennis -- There Comes A Time/jackie Calhoun -- Never Too Late/frankie J. Jones. By Naiad Press Authors ; Edited By Barbara Grier And Christine Cassidy.,en,First Edition,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.7 Pounds, Width: 0.75 Inches",0,https://images.isbndb.com/covers/25/09/9781562802509.jpg,Success,89,22.3.4
1-56280-250-X,The Very Thought of You: Erotic Love Stories,,Naiad Pr,275,1999,Paperback,One Hour/laura Adams -- Four Letters/julia Watts -- Fair Play/barbara Johnson -- Taboo/tracey Richardson -- The Protest/lisa Shapiro -- Light And Shadow/janet Mcclellan -- Double Fantasy/therese Szymanski & Barbara Johnson -- Sheila/penny Hayes -- Tattered Pages/marianne K. Martin -- Imagine/therese Szymanski -- Quiet Place/karin Kallmaker -- Now Or Later/laura Dehart Young -- Don't Think/lyn Denison -- Special Delivery/linda Hill -- The Academy/peggy J. Herring -- No Experience Necessary/saxon Bennett -- Blueberry Clinic/diana Tremain Braund -- The Garden/christine Cassidy -- Long Ride Home/kate Calloway -- Remember Me/ann O'leary -- Who Will Cry For The Snake/catherine Ennis -- There Comes A Time/jackie Calhoun -- Never Too Late/frankie J. Jones. By Naiad Press Authors ; Edited By Barbara Grier And Christine Cassidy.,en,First Edition,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.7 Pounds, Width: 0.75 Inches",0,https://images.isbndb.com/covers/25/09/9781562802509.jpg,Success,97,22.3.4
1-56280-248-8,"Every Time We Say Goodbye (Robin Miller Mystery, Number 7)","Maiman, Jaye",Naiad Press,250,1999,Paperback,"Private Eye Robin Miller Trudged Down The Ice-slick Sidewalk Wondering Which Was Worse: The Miserably Cold New York Winter, The Dead-end Case She Couldn't Seem To Crack, Or The Fact That Her Lover K.t. Bellflower's Entire Family Had Just Descended On Them Like An Army Of Kentucky Locusts. Of Course, That Was Before Robin's Sultry Ex-lover Arrived On The Scene--and K.t.'s 15-year-old Niece Disappeared In The Middle Of Times Square!--back Cover. By Jaye Maiman.",en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.6 Pounds, Width: 0.75 Inches",11.95,https://images.isbndb.com/covers/24/86/9781562802486.jpg,Success,89,22.3.4
1-56280-254-2,The Call,Lisa Shapiro,Naiad Pr,256,1999,Paperback,,en,,,11.95,https://images.isbndb.com/covers/25/47/9781562802547.jpg,Success,89,22.3.4
1-888123-01-X,Opening Our Wild Hearts to the Healing Herbs,Gail Faith Edwards,Ash Tree Publishing,246,2000,Paperback,,en,1,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.8 Pounds, Width: 0.75 Inches",13.95,https://images.isbndb.com/covers/30/12/9781888123012.jpg,Success,90,22.3.4
0-930395-31-X,"Maida H. Solomon, Pioneer Psychiatric Social Worker",Anne Sugarman Evans,Biblio Pr,,1999,Hardcover,,en,,,55.01,https://images.isbndb.com/covers/53/15/9780930395315.jpg,Success,91,22.3.4
1-879960-58-3,Through the Eye of the Deer,,Aunt Lute Books,284,9/15/1999,Paperback,"<p>the Editors Are Both Scholars And Both Are Of Native American Descent. They Present A General Introduction As Well As Brief Introductions To Each Selection In This Anthology Of Poetry, Essays, And Stories. The Strength And Range Of Voices Heard Here Will Intrigue And Enlighten A Wide Audience. Annotation C. Book News, Inc., Portland, Or</p><h3>publishers Weekly</h3><p>editors Dunn And Comfort (breaking Boundaries) Bring Together More Than 50 Pieces By Almost As Many Authors And Poets In This Useful But Somewhat Frustrating Anthology Of Work By Native Women From The U.s. And Canada. Selections Span Time (the Earliest Pieces Are From Mourning Dove And Ella Cara Deloria From The 1920s And 1930s) And Numerous Tribal Traditions Throughout North America. Centering On Women's Experiences, The First Section Concerns Images Of Birth And Creation; Subsequent Chapters Deal With Marriage And Family, And Women's Powers And Mysteries. Among Works From Well-known Women Writers Are The Prologue From Paula Gunn Allen's The Woman Who Owned The Shadows, And Poems By Joy Harjo (deer Dancer And Wolf Warrior), Luci Tapahonso (above The Canyon Floor) And Ines Hernandez-avila (grandpa's Song For Little Bear). Louise Erdrich Is Represented (in A Selection From Her Novel Tracks), And So Are Beth Brant (coyote Learns A New Trick) And Leslie Silko (material From Storyteller). Such New And Emerging Voices As Shaunna Mccovey, Cheryl Savageau And Deborah Miranda Are Each Accorded Two Selections. The Collection, However, Seems Unbalanced. Many Of The Pieces, Particularly Those From The More Noted Writers, Have Appeared Elsewhere, And Most Of These Writers Are Represented By One Brief Entry, While Lesser Figures Are Granted More Space. There Are Also Curious Omissions: There Is Nothing By E. Pauline Johnson, Whom Beth Brant Has Described As The Mother Of Native Women's Literature. But Despite Its Idiosyncrasies, There Is Enough Material Here To Interest Those Already Familiar With Native American Literature, And To Entice The Uninitiated. (jan.) Copyright 1999 Cahners Business Information.</p>",en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 0.86 Pounds, Width: 0.6 Inches",22.95,https://images.isbndb.com/covers/05/89/9781879960589.jpg,Success,91,22.3.4
0-9659091-5-8,Ice Cold by Molly,"Holohan, Maureen",Broadway Ballplayers,,1999,Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.45 Pounds, Width: 0.5 Inches",0,https://images.isbndb.com/covers/91/50/9780965909150.jpg,Success,91,22.3.4
0-9659091-6-6,"Catch Shorty by Rosie (Broadway Ballplayers, Book 7)",Maureen Holohan,The Broadway Ballplayers,,1999,Paperback,,en,,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.45 Pounds, Width: 0.5 Inches",6.95,https://images.isbndb.com/covers/91/67/9780965909167.jpg,Success,91,22.3.4
0-934971-73-0,The Inner Life of Objects,"Combs, Maxine",Calyx Books,179,11/1/1999,Hardcover,"A Society Of Paranormal Enthusiasts Investigates Whether Inanimate Objects Absorb Intelligence And Emotion, And Whether They Have Memories. One Of The Protagonists Is A Man Who Can Sense Waves Emitted By Such Objects. By Maxine Combs.",en,,"Height: 9 Inches, Length: 6.25 Inches, Weight: 1 Pounds, Width: 0.75 Inches",0,https://images.isbndb.com/covers/17/37/9780934971737.jpg,Success,91,22.3.4
0-934971-68-4,The Woman of Too Many Days,"Cuffe, Mary",Calyx Books,66,9/15/1999,Paperback,,en,1,"Height: 7.25 Inches, Length: 5.25 Inches, Weight: 0.05070632026 Pounds, Width: 0.25 Inches",12.95,https://images.isbndb.com/covers/16/83/9780934971683.jpg,Success,91,22.3.4
0-934971-68-4,The Woman of Too Many Days,"Cuffe, Mary",Calyx Books,66,9/15/1999,Paperback,,en,1,"Height: 7.25 Inches, Length: 5.25 Inches, Weight: 0.05070632026 Pounds, Width: 0.25 Inches",12.95,https://images.isbndb.com/covers/16/83/9780934971683.jpg,Success,92,22.3.4
0-934971-69-2,The Woman Of Too Many Days,Mary Cuffe,Calyx Books,96,1999,Hardcover,,en,,,0,https://images.isbndb.com/covers/16/90/9780934971690.jpg,Success,91,22.3.4
0-934971-70-6,Light in the Crevice Never Seen,"Trask, Haunani-Kay",Calyx Books,106,1/1/1999,Paperback,Haunani-kay Trask.,en,Revised,"Height: 8.75 Inches, Length: 5 Inches, Weight: 0.44974301448 Pounds, Width: 0.25 Inches",14.95,https://images.isbndb.com/covers/17/06/9780934971706.jpg,Success,92,22.3.4
0-9650665-1-7,The Millennium Journal: Once Every Thousand Years,"Abby Bogomolny, Celia Rodriguez, Abby Lynn Bogomolny",Burning Bush Pubns,144,1999,Spiral-bound,,en,,,12.95,https://images.isbndb.com/covers/65/18/9780965066518.jpg,Success,92,22.3.4
1-57344-090-6,Subgurlz,Jennifer Camper,Cleis Press,120,1999,Paperback,"<p><p>set In The Toxic Labyrinth Of Abandoned Subway Tunnels, Subgurlz Chronicles The Superhero Happenings Of Three Chemically Altered Girlfriends. Swizzle Is The Strongest Person On Earth - Unfortunately, The Poor Thing's Always Killing People Accidentally. Liver, Her Girlfriend, Is Blessed With The Power To Bring Back The Dead. Byte Has Brainpower So Stupendous That She's Unable To Grow Hair On Her Head. Are The Subgurlz Good Or Bad? It All Depends On Which Side You're On.<p></p><h3>the Utne Reader - Chris Dodge</h3><p>wherever They May Lead Her, Camper Gleefully Trusts Her Imagination And Unbridled Id.</p>",en,1,,10.95,https://images.isbndb.com/covers/09/05/9781573440905.jpg,Success,92,22.3.4
0-934971-72-2,The Inner Life of Objects,"Combs, Maxine",Calyx Books,179,1/1/1999,Paperback,,en,,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 0.7 Pounds, Width: 0.5 Inches",14.95,https://images.isbndb.com/covers/17/20/9780934971720.jpg,Success,92,22.3.4
1-57344-086-8,The Woman Who Rode to the Moon (A Cordelia Morgan Mystery),"Johnson, Bett Reece",Cleis Press,320,10/22/1999,Paperback,"With Her Life In Shambles After Her Career Is Destroyed By A Friend's Betrayal, J. S. Symkin, Known As Sym, Retreats To El Gato, A Remote Development In The Sangre De Cristo Mountains. Sym Has Come Looking For Peace, But Discovers Instead Unexplained Skeletons And An Ancient, Sacred Site Guarded By A Mythical Cougar And Haunted By Restless Apparitions. Joined By Hit Artist-turned-sleuth Cordelia Morgan, Sym Probes The Mysteries Of El Gato While Exploring The Nature Of Evil And The Myriad Shapes Of Justice. Bett Reece Johnson.",en,First Edition,"Height: 8 Inches, Length: 5.5 Inches, Weight: 0.96342008494 Pounds, Width: 1.25 Inches",1.99,https://images.isbndb.com/covers/08/68/9781573440868.jpg,Success,92,22.3.4
0-934971-68-4,The Woman of Too Many Days,"Cuffe, Mary",Calyx Books,66,9/15/1999,Paperback,,en,1,"Height: 7.25 Inches, Length: 5.25 Inches, Weight: 0.05070632026 Pounds, Width: 0.25 Inches",12.95,https://images.isbndb.com/covers/16/83/9780934971683.jpg,Success,91,22.3.4
0-934971-68-4,The Woman of Too Many Days,"Cuffe, Mary",Calyx Books,66,9/15/1999,Paperback,,en,1,"Height: 7.25 Inches, Length: 5.25 Inches, Weight: 0.05070632026 Pounds, Width: 0.25 Inches",12.95,https://images.isbndb.com/covers/16/83/9780934971683.jpg,Success,92,22.3.4
1-57344-091-4,Death of the Good Doctor: Lessons from the Heart of the AIDS Epidemic,"Scannell, Kate",Cleis Press,200,9/20/1999,Paperback,Kate Scannell.,en,1,"Height: 7.75 Inches, Length: 5.25 Inches, Weight: 0.64815905028 Pounds, Width: 0.75 Inches",14.95,https://images.isbndb.com/covers/09/12/9781573440912.jpg,Success,93,22.3.4
1-57344-088-4,The Whole Lesbian Sex Book: A Passionate Guide For All Of Us,Felice Newman,Cleis Press,200,1999,Paperback,,en,1,,24.95,https://images.isbndb.com/covers/08/82/9781573440882.jpg,Success,93,22.3.4
