0-06-251554-3,Full Exposure: Opening Up to Sexual Creativity and Erotic Expression,"Bright, Susie",HarperOne,176,8/25/1999,"Sex (Psychology), BF692 .B746 1999, 306.7",Hardcover,Opening Up -- What Is Sexual Creativity? -- Big Enough -- Alone At Last -- Talking About It -- Grading -- The Price Of Titillation -- Ugly -- Women And Children Worst -- The Sexual Revolution Cracked Up -- Celibacy -- Sex Jag -- Nurture -- Souled-out Sex -- Between Sex And The Devil -- Losing It All -- Lovers' Ethics -- Absolution -- Electricity -- Roll Your Own Erotic Manifesto. Susie Bright.,en,1,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.75 Pounds, Width: 0.73 Inches",22,https://images.isbndb.com/covers/55/44/9780062515544.jpg,Success,160,22.3.4
0-06-251554-3,Full Exposure: Opening Up to Sexual Creativity and Erotic Expression,"Bright, Susie",HarperOne,176,8/25/1999,"Sex (Psychology), BF692 .B746 1999, 306.7",Hardcover,Opening Up -- What Is Sexual Creativity? -- Big Enough -- Alone At Last -- Talking About It -- Grading -- The Price Of Titillation -- Ugly -- Women And Children Worst -- The Sexual Revolution Cracked Up -- Celibacy -- Sex Jag -- Nurture -- Souled-out Sex -- Between Sex And The Devil -- Losing It All -- Lovers' Ethics -- Absolution -- Electricity -- Roll Your Own Erotic Manifesto. Susie Bright.,en,1,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.75 Pounds, Width: 0.73 Inches",22,https://images.isbndb.com/covers/55/44/9780062515544.jpg,Success,162,22.3.4
0-312-87269-0,"The Truthsayer's Apprentice (Loregiver Series, Book 1)",Deborah Christian,St. Martins Press,396,1999,,Hardcover,,en,First Edition,"Height: 9.75 Inches, Length: 6.5 Inches, Weight: 1.48 Pounds, Width: 1.25 Inches",27.95,https://images.isbndb.com/covers/26/94/9780312872694.jpg,Success,83,22.3.4
0-465-07596-7,The Secret Trauma: Incest in the Lives of Girls and Women,Diana E. H. Russell,Basic Books,472,10/29/1987,,Paperback,,en,Revised,"Height: 9 Inches, Length: 6 Inches, Weight: 1.4 Pounds, Width: 1.09 Inches",27,https://images.isbndb.com/covers/59/66/9780465075966.jpg,Success,149,22.3.4
0-8050-5864-8,The Colors of Us,"Katz, Karen",Henry Holt and Co. (BYR),32,9/15/1999,,Hardcover,"Seven-year-old Lena And Her Mother Observe The Variations In The Color Of Their Friends' Skin, Viewed In Terms Of Foods And Things Found In Nature.",en,First Edition,"Height: 18.25 Inches, Length: 8.35 inches, Weight: 0.7495716908 Pounds, Width: 0.4 Inches",18.99,https://images.isbndb.com/covers/86/42/9780805058642.jpg,Success,143,22.3.4
0-452-28039-7,Paradise (Oprah's Book Club),"Morrison, Toni",Plume,318,4/30/1999,"African Americans, African Americans--Oklahoma--Fiction, Communal living, Communal living--Oklahoma--Fiction, Women, Women--Oklahoma--Fiction",Paperback,Toni Morrison.,en,First Edition,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.6 Pounds, Width: 0.75 Inches",16,https://images.isbndb.com/covers/03/97/9780452280397.jpg,Success,34,22.3.4
1-875559-74-4,The Day Kadi Lost Part of Her Life,"Manresa, Kim, Ramos Rioja, Isabel",Spinifex Press,50,3/28/1999,,Paperback,"Photos Kim Manresa ; Prologue Olayinka Koso-thomas ; Text Isabel Ramos Rioja ; Collaboration David Serra. First Published In Spanish: Barcelona: Blume, 1998.",en,,"Height: 10 Inches, Length: 10 Inches, Weight: 0.76941329438 Pounds, Width: 0.2 Inches",14.95,https://images.isbndb.com/covers/97/49/9781875559749.jpg,Success,103,22.3.4
0-8050-5113-9,Remix: Conversations with Immigrant Teenagers,"Budhos, Marina, Budhos, Marina, T.",Henry Holt & Co,145,10/5/1999,,Hardcover,,en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.7 Pounds, Width: 0.75 Inches",16.95,https://images.isbndb.com/covers/11/31/9780805051131.jpg,Success,143,22.3.4
0-7868-6581-4,Memories of a Pure Spring,Duong Thu Huong,Hyperion East,340,1/19/2000,,Hardcover,Duong Thu Huong ; Translated From Vietnamese By Nina Mcpherson And Phan Huy Duong.,en,First Edition,"Height: 9.5 Inches, Length: 6.5 Inches, Weight: 1.4 Pounds, Width: 1 Inches",23.45,https://images.isbndb.com/covers/58/19/9780786865819.jpg,Success,144,22.3.4
0-15-100425-0,Bookstore: The Life and Times of Jeannette Watson and Books & Co.,"Tillman, Lynne",Houghton Mifflin Harcourt,368,10/11/1999,,Hardcover,"<p>For twenty years, from 1977 to 1997, Books &amp; Co. was one of the premier independent bookstores in the country. Stocking a wide range of quality fiction and nonfiction, Books &amp; Co. was the kind of bookstore writers and readers dream about: a place where reading was an adventure, where interesting works would always be available, where writers would congregate to share ideas and discuss their writing. Its closing, in a rent dispute with the Whitney Museum of Art, caused a media sensation as readers and book lovers decried the end of a cultural icon. In Bookstore, Lynne Tillman tells the story of this legendary store and its determined founder, Jeannette Watson, with help from the voices of Brendan Gill, Roy Blount Jr., Fran Lebowitz, Calvin Trillin, Susan Sontag, Paul Auster, Simon Schama, Lyn Chase, Susan Cheever, Leila Hadley, J.D. McClatchy, Richard Howard, and many more. And the story goes beyond the walls of the store itself to explore the state of publishing and bookselling in a time when the very landscape of the book world has shifted radically. A fascinating account of business, books, and writerly aspiration, Bookstore is a vital window into a world so many have fantasized about.</p>",en,First Edition,"Height: 9.5 Inches, Length: 6.75 Inches, Weight: 1.45 Pounds, Width: 1.5 Inches",25,https://images.isbndb.com/covers/42/56/9780151004256.jpg,Success,142,22.3.4
0-934971-72-2,The Inner Life of Objects,"Combs, Maxine",Calyx Books,179,1/1/1999,,Paperback,,en,,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 0.7 Pounds, Width: 0.5 Inches",14.95,https://images.isbndb.com/covers/17/20/9780934971720.jpg,Success,92,22.3.4
0-684-86254-9,Seeing Through Places: Reflections on Geography and Identity,"Gordon, Mary",Scribner,256,1/11/2000,,Hardcover,"This Book Is Part Memoir, Part Study Of The Shaping Of A Writer's Voice. Using The Example Of Her Own Life, Mary Gordon Investigates The Role That Place Plays In The Formation Of Identity - The Connections Between Where We Live And Who We Are, Between How We Experience Place And How We Become Ourselves. With Wisdom, Humor, And Intelligence, Gordon Illuminates The Relationship Between The Physical, Emotional, And Intellectual Architectures Of Our Lives.--jacket. My Grandmother's House -- Girl Child In A Women's World -- Places To Play -- The Country Next Door -- The Architecture Of A Life With Priests -- Sanctuary In A City Of Display -- The Room In The World -- Boulevards Of The Imagination. Mary Gordon.",en,First Edition,"Height: 6.75 Inches, Length: 5 Inches, Weight: 0.9 Pounds, Width: 1.25 Inches",23,https://images.isbndb.com/covers/25/45/9780684862545.jpg,Success,157,22.3.4
0-395-70936-9,"Women in Scripture: A Dictionary of Named and Unnamed Women in the Hebrew Bible, the Apocryphal/Deuterocanonical Books, and the New Testament",,Houghton Mifflin Harcourt,592,2000,"Women in the Bible, Women in the Bible--Indexes, Women in the Bible--Biography, Women in the Bible--Biography--Dictionaries, BS575 .W593 2000, 220.9/2/082",Hardcover,"<p>Since the 1960s many biblical scholars have studied the Bible with a focus on gender. Yet such research is only slowly reaching a wide audience beyond the academy. Seven years in the making, centuries overdue, Women in Scripture is the groundbreaking work that will finally open this field to readers of all backgrounds—Jews, Christians, and everyone fascinated by a body of literature that has exerted a singular influence on Western civilization.<br>
 The editors have taken on the ambitious task of identifying every woman and group of women mentioned in the Bible, whether named or unnamed, well known or heretofore not known at all. The result is more than eight hundred articles, written by the finest scholars in the field, that examine the numerous women who have often been obscured by the androcentric nature of the biblical record and by centuries of translation and interpretation that have paid little or no attention to them. At last, Women in Scripture gives these women their due.<br>
 They are remarkably varied—from prophets to prostitutes, military heroines to musicians, deacons to dancers, widows to wet nurses, rulers to slaves. There are familiar faces, such as Eve, Judith, and Mary, seen anew with the full benefit of the most up-to-date results of biblical scholarship. But the most innovative aspect of this book is the section devoted to the many women who in the scriptures do not even have names.<br>
 Both in scope and accessibility, Women in Scripture is an exceptional work. Combining rigorous scholarship with engaging prose, each of these articles on women in the Hebrew Bible, the Apocryphal/Deuterocanonical Books, and the New Testament will inform, delight, and challenge readers interested in the Bible, scholars and laypeople alike. Together, these articles create a volume that takes the study of women in the Bible to a new level.</p>",en,1,"Height: 9.5 Inches, Length: 8 Inches, Weight: 2.8 Pounds, Width: 2 Inches",40,https://images.isbndb.com/covers/93/68/9780395709368.jpg,Success,143,22.3.4
1-55074-692-8,Stormy Night,"Lemieux, Michele",Kids Can Press,240,9/1/1999,,Hardcover,,en,2nd Printing,"Height: 6 Inches, Length: 8 Inches, Weight: 1.3 Pounds, Width: 1 Inches",15.95,https://images.isbndb.com/covers/69/21/9781550746921.jpg,Success,70,22.3.4
1-55074-692-8,Stormy Night,"Lemieux, Michele",Kids Can Press,240,9/1/1999,,Hardcover,,en,2nd Printing,"Height: 6 Inches, Length: 8 Inches, Weight: 1.3 Pounds, Width: 1 Inches",15.95,https://images.isbndb.com/covers/69/21/9781550746921.jpg,Success,109,22.3.4
0-385-32006-X,Deep in the Heart,"Warner, Sharon Oard",The Dial Press,400,4/11/2000,"Fiction, General",Hardcover,,en,,"Height: 9.75 Inches, Length: 6.75 Inches, Weight: 1.55 Pounds, Width: 1.5 Inches",0,https://images.isbndb.com/covers/00/61/9780385320061.jpg,Success,136,22.3.4
0-380-80318-6,The Daughters of Bast: The Hidden Land,"Isidore, Sarah",Eos,373,1999,,Paperback,"In a time of magic and savagery...A deadly plague rips across the Celtic lands, and to appease the gods a rare black cat must be sacrificed. But Veleda, a young girl born of a line of Druids, frees the cat, a magical creature named Mau, and follows it through a dazzling jeweled forest to the magnificent temple of Bast, the ancient cat-headed goddess of Egypt.
<p>A goddess bestows mystical powers upon a young woman. The startled Veleda has been chosen to receive special gifts and powers that will end the killing scourge and heal her people. But these newly bestowed gifts will change Veleda's destiny forever; for Julius Caesar leads the legions of Rome unchecked across the continent, and the Celts are his next unintended prize.</p>
<p>Who may be her people's only salvation....Far worse, these implacable conquerors are protected and assisted by Bast's dark sister, Sekhmet, the lion-headed goddess of blood and death. Blessed with the wisdom of the oak and the powers of Egypt, only Veleda can unite her wild and warlike peoples in order to repel the invading Roman forces.</p>",en,,"Height: 7.25 Inches, Length: 4.25 Inches, Weight: 0.4 Pounds, Width: 1.25 Inches",6.5,https://images.isbndb.com/covers/31/87/9780380803187.jpg,Success,133,22.3.4
0-385-49590-0,Motherswork: How A Young Mother Started A Business On A Shoestring And Built It Into Multi-Million Dollar Company,"Matthias, Rebecca",Doubleday Business,272,9/14/1999,"Mail-order business, Mail-order business--United States, Home-based businesses, Home-based businesses--United States, Women-owned business enterprises, Women-owned business enterprises--United States, Businesswomen, HF5466 .M38 1999, 658.8/72",Hardcover,"<p>With a new baby, little money, but lots of determination and drive, Rebecca Matthias started a business from scratch out of her home some eighteen years ago. Today her company, Mothers Work--which includes the retail outlets Mimi Maternity, Motherhood, and A Pea in the Pod--has grown to become a multimillion-dollar maternity clothing empire.<br>
<br>
Written with a refreshingly candid, can-do attitude, <b>MothersWork</b> describes how Matthias got her company off the ground--offering specific lessons for other entrepreneurs and would-be entrepreneurs on the nuts and bolts of building and growing your dream. The first step, of course, is fastening on what it is you plan to sell.<br>
<br>
As Matthias searched for an idea for a new company--around the time of her first pregnancy--she was discovering how impossible it was to find maternity clothes suitable for the office. Realizing that other professional women were in the same boat, Matthias launched a mail-order business selling maternity clothes. The initial response was staggering, and Matthias's company was on its way. What they discovered was that, unlike new mothers of a generation earlier, women were staying in the workforce throughout their pregnancies. The shift was a revolution in the workplace, with Mothers Work supplying the uniforms. Over the next few years, despite a series of setbacks as Matthias and her husband grappled with managing accounting, sales, inventory, and financing, the company gradually took off.<br>
<br>
In the course of describing how she built her business, Matthias reveals hard-won lessons she learned about how to research an idea, test it in the market, raise money, deal with employees, taxes, bankers, cashflow, marketing, franchising, and more. Both motivational and deeply personal, <b>MothersWork</b> offers a three-dimensional blueprint for every woman--and man--who dreams of successfully starting a company.</p>",en,1,"Height: 9.53 Inches, Length: 6.27 Inches, Weight: 1.45 Pounds, Width: 0.91 Inches",24.95,https://images.isbndb.com/covers/59/05/9780385495905.jpg,Success,136,22.3.4
0-8021-3648-6,Your Name Written on Water: An Erotic Novel,"Frei, Irene Gonzalez",Grove Press,192,9/2/1999,"PQ6657.O537 T8213 1999, 863/.64",Paperback,"Sofia works in a gallery in Madrid, the young wife of an architect whose fierce love for her has hardened into a furious resentment. Her life is transformed when one afternoon when, by chance, she spends her lunch hour at a public pool outside the city. There she meets Marina, a woman who could be her twin. They are immediately drawn together - so powerfully that Sofia feels it all may be a trick of her fevered mind - and together they forge a love that is tender as well as passionate, with an intimacy that is almost eerie. When Sofia learns Marina is leaving for a job in Rome, she sees the perfect exit from a marriage that has become tyranny. And so they go, twin fugitives after desire - but pursued as well by the specter of danger.",en,1,"Height: 8.28 Inches, Length: 5.55 Inches, Weight: 0.5621787681 Pounds, Width: 0.63 Inches",17,https://images.isbndb.com/covers/64/80/9780802136480.jpg,Success,140,22.3.4
0-8050-5955-5,"""O"" Is for Outlaw",Sue Grafton,Henry Holt and Co.,336,1999-10,,Hardcover,Sue Grafton. A Marian Wood Book.,en,First Edition,"Height: 9 Inches, Length: 5.999988 Inches, Weight: 1.27 Pounds, Width: 0.88 Inches",0,https://images.isbndb.com/covers/95/57/9780805059557.jpg,Success,142,22.3.4
0-688-17187-7,"Ahab's Wife: Or, The Star-Gazer: A Novel","Naslund, Sena Jeter",William Morrow,688,9/22/1999,"Fiction, Action & Adventure",Hardcover,,en,First Edition,"Height: 9.75 Inches, Length: 6.75 Inches, Weight: 2.7 Pounds, Width: 2 Inches",28,https://images.isbndb.com/covers/18/72/9780688171872.jpg,Success,145,22.3.4
0-415-92499-5,Gender Trouble: Feminism and the Subversion of Identity,"Butler, Judith",Routledge,256,9/2/1999,"Feminist theory, Sex role, Sex differences (Psychology), Identity (Psychology), Femininity, HQ1154 .B88 1999, 305.3",Paperback,"Judith Butler. Originally Published: New York : Routledge, 1990. Includes Bibliographical References (p. 191-216) And Index. Also Available Online.",en,2,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 0.80027801106 Pounds, Width: 1 Inches",21.95,https://images.isbndb.com/covers/49/93/9780415924993.jpg,Success,154,22.3.4
1-892281-08-2,Callaloo & Other Lesbian Love Tales,Lashonda K. Barnett,New Victoria Publishers,128,10/1/1999,"Romance Fiction, American, Lesbians",Paperback,"Stories About Black Lesbians, Past And Present. They Range From Miss Hannah's Lesson, On A Relationship Between A Slave And Her Mistress, To Losing Sight Of Lavender, In Which The Protagonist Contracts Hiv. Homecoming Of Narda Boggs -- Rituals -- But Beautiful -- Miss Hannah's Lesson -- Remembering Hortense -- Breakfast With Dinah -- Telephone Call -- Black Triangles, Rainbows & Dykes -- Meatloaf -- New Kid On The Block -- It Happened One Sunday Afternoon: A True Story -- Tennessee -- Losing Site Of Lavender -- Bitter Wine -- Conversation At Lucy's -- When Sunny Gets Blue -- Callaloo. By Lashonda K. Barnett.",en,,"Height: 6.75 Inches, Length: 4.75 Inches, Weight: 0.29982867632 Pounds, Width: 0.25 Inches",10.95,https://images.isbndb.com/covers/10/81/9781892281081.jpg,Success,99,22.3.4
0-8070-0919-9,Plum Bun: A Novel Without a Moral,Jessie Redmon Fauset,Beacon Press,408,12/15/1999,,Paperback,"<p><P>Written in 1929 at the height of the Harlem Renaissance by one of the movement's most important and prolific authors, <i>Plum Bun</i> is the story of Angela Murray, a young black girl who discovers she can pass for white. After the death of her parents, Angela moves to New York to escape the racism she believes is her only obstacle to opportunity. What she soon discovers is that being a woman has its own burdens that don't fade with the color of one's skin, and that love and marriage might not offer her salvation.</p>",en,1,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.9 Pounds, Width: 1 Inches",22,https://images.isbndb.com/covers/91/92/9780807009192.jpg,Success,138,22.3.4
0-9521558-8-5,Exiles,"Bell, Jacinta",Parthian Books,222,10/1/2003,,Paperback,"<p>In this compelling novel, Claire is a young geologist working in Tunisia, while her partner sends her postcards from a damp, cold flat in London. John is Irish and the wrong religion; he is missing the way she messed up his life. She writes back, ""Tunisia is warm, full of the bright colors of the desert. The smell of rain on the dry earth."" But she doesn't mention Ali—she doesn't think John would understand.</p>",en,,"Height: 7.8 Inches, Length: 5 Inches, Weight: 0.5 Pounds, Width: 0.6 Inches",9.95,https://images.isbndb.com/covers/58/81/9780952155881.jpg,Success,109,22.3.4
0-262-19426-0,Talking Visions: Multicultural Feminism in a Transnational Age,,The MIT Press,596,6/25/1999,"Social Sciences, Gender Studies",Hardcover,"<p><P>This multivoiced collection of essays and images presents a &quot;relational&quot; feminism of diverse communities, affiliations, and practices.</p>",en,New edition,"Height: 9 Inches, Length: 7 Inches, Weight: 4.05209637556 Pounds, Width: 1.5 Inches",0,https://images.isbndb.com/covers/42/66/9780262194266.jpg,Success,124,22.3.4
0-688-12299-X,Stiffed: The Betrayal of the American Man,"Faludi, Susan",William Morrow,672,9/22/1999,"Men--Social conditions, Men--United States--Social conditions, Men--Psychology, Men--United States--Psychology, Masculinity, Masculinity--United States, HQ1090.3 .F35 1999, 305.31/0973",Hardcover," ... [the Author] Turns Her Impressive Powers Of Reporting And Analysis To The Problems Of Men And Comes Up With A Revolutionary Diagnosis ...--jacket. If, As Men Are So Often Told, They Are The Dominant Sex, Why Do So Many Of Them Feel Dominated, Done In By The World? Anyone Who Reads A Magazine, Watches A Tv Talk Show, Or Listens To A Radio Call-in Program Has Heard The Evidence: America Is Having A Masculinity Crisis. Angry White Males Have Become A Voting Bloc. Dads Are Deadbeat. Boys Are On The Rampage. And With Each Schoolyard Shooting And Presidential Peccadillo, With Each Corporate Sexual Harassment Lawsuit And Laid-off Worker Gone Berserk, The Media Offer Up The Stock Pronouncements: Men Are Out Of Control, Overcontrolling, Dangerous, Violent, And Even, It Has Been Written, Obsolete. Their Troubles Are Said To Be Internal, The Result Of Testosterone Poisoning, Y Chromosomes, Attention Deficit Disorder, A Warlike Nature.^ Furthermore, It's Charged, Men Have Only Themselves To Blame, For Aren't They The Ones In Control Of The Culture? Or Are They? In Stiffed, Susan Faludi, The Acclaimed Author Of Backlash, The Convention-smashing Manifesto On Women's Embattled Status, Turns Her Impressive Powers Of Reporting And Analysis To The Problems Of Men And Comes Up With A Revolutionary Diagnosis. Men's Problems Aren't The Product Of Biology, Or Of Such Trumped-up Enemies As Feminism And Affirmative Action, But Of A Modern Social Tragedy. By Listening To Men's Stories In Their Own Voices, By Taking Them On Their Own Terms, Faludi Uncovers A Buried History- The Untold Story Of How America Made A Glittering Set Of Promises To The Men Of The Baby-boom Generation ... And Proceeded To Break Every One Of Them. The Betrayal Of The American Man Has Been Perpetrated On Many Fronts, From The Boardroom To The Football Stadium, From The Army Recruitment Center To The Suburban Living Room.^ Stiffed Takes Us On A Journey Through A Contemporary Masculine Landscape Littered With Broken Promises And Into The Lives Of Individual Men Whose Accounts Reveal The Heart Of The Male Dilemma. With An Empathetic Vision That Breaks Down The Familiar Lines Of Gender Battle, Faludi Travels Deep Into The Meaning Of Male Anguish. She Intimately Chronicles The Struggles Of Industrial Workers, Sports Fans, Combat Veterans, Evangelical Husbands, Media Executives, Movie Stars, Porn Actors, Militiamen, Astronauts, And Bad Boys--whose Sense That They've Lost Their Skills, Jobs, Civic Roles, Wives, Teams, And Secure Futures Is Only One Symptom Of A Larger And More Profound Collapse. Faludi Pinpoints Men's Greatest Antagonist And Discovers That It Is Not What Conventional Wisdom Would Have Us Believe.^ What Keeps Men From Revolting Against Their Circumstances? Faludi's Explanation For That Mystery Opens Up The Possibility That Men's Coming Rebellion Could Emancipate Both Sexes From Their True And Mutual Enemy, A Cultural Force That Constrains Us All. Stiffed Is A Major Reassessment Of What It Is To Be A Man In Modern America. The National Discussion It Will Surely Provoke Could Shatter The Old Paradigm Of Men Versus Women And Lay The Groundwork For A Culture That Affirms The Needs Of Everyone.--dust Jacket Flaps. Part 1: Departures. The Son, The Moon, And The Stars : The Promise Of Postwar Manhood -- Part 2: Utility Men. Nothing But Big Work : From Shipyards To Space, The Closing Of The American Job ; Girls Have All The Power : What's Troubling Troubled Boys ; A Good Dawg Will Always Remain Loyal : The Cleveland Browns Skip Town ; Where Am I In The Kingdom? : A Christian Quest For Manhood -- Part 3: Evil Empires. Gone To Soldiers, Every One : The Vietnam War That No One Dodged ; The Creature In The Mirror : The Fantasy Cavalry To The Rescue ; Burning Down The House : The Fire Last Time In Waco, Texas -- Part 4: Hood Ornaments. Man In A Can : Moon Walkers, Ghetto Stars, And Cross-dressers In A Gilded Age ; Waiting For Wood : A Death On The New Frontier -- Part 5: Destinations. Parting Shots : The Fighter Still Remains ; Rebels In The Kingdom. Susan Faludi. Includes Bibliographical References And Index.",en,First Edition,"Height: 9.75 Inches, Length: 6.5 Inches, Weight: 2.3 Pounds, Width: 2.25 Inches",0,https://images.isbndb.com/covers/29/97/9780688122997.jpg,Success,145,22.3.4
0-688-17237-7,Desert Flower: The Extraordinary Journey of a Desert Nomad,"Dirie, Waris, Miller, Cathleen",William Morrow Paperbacks,256,3/15/2011,,Paperback,"<p>waris Dirie Leads A Double Life-by Day, She Is An International Supermodel And Human Rights Ambassador For The United Nations; By Night, She Dreams Of The Simplicity Of Life In Her Native Somalia And The Family She Was Forced To Leave Behind. Desert Flower, Her Intimate And Inspiring Memoir, Is A Must-read For Anyone Who Has Ever Wondered About The Beauty Of African Life, The Chaotic Existence Of A Supermodel, Or The Joys Of New Motherhood. Waris Was Born Into A Traditional Somali Family, Desert Nomads Who Engaged In Such Ancient And Antiquated Customs As Genital Mutilation And Arranged Marriage. At Twelve, She Fled An Arranged Marriage To An Old Man And Traveled Alone Across The Dangerous Somali Desert To Mogadishu -- The First Leg Of An Emotional Journey That Would Take Her To London As A House Servant, Around The World As A Fashion Model, And Eventually To America, Where She Would Find Peace In Motherhood And Humanitarian Work For The U.n. Today, As Special Ambassador For The U.n., She Travels The World Speaking Out Against The Barbaric Practice Of Female Genital Mutilation, Promoting Women's Reproductive Rights, And Educating People About The Africa She Fled -- But Still Deeply Loves. Desert Flower Will Be Published Simultaneously In Eleven Languages Throughout The World And Is Currently Being Produced As A Feature Film By Rocket Pictures Uk.</p><h3>elton John</h3><p>waris's Story Is One Of Remarkable Courage. From The Deserts Of Somalia To The World Of High Fashion, She Battles Against Oppression And Emerges A Real Champion. She Is The Most Beautiful Inspiration To Anyone.</p>",en,Illustrated,"Height: 9.25 Inches, Length: 6.12 Inches, Weight: 0.63 Pounds, Width: 0.62 Inches",10.99,https://images.isbndb.com/covers/23/74/9780688172374.jpg,Success,146,22.3.4
0-425-16699-6,Must The Maiden Die (Seneca Falls Historical Mysteries),"Monfredo, Miriam Grace",Berkley Hardcover,366,9/1/1999,,Hardcover,"Librarian Glynis Tryon must untangle a tapestry of lust, high treason, and legal treachery that brings the stark reality of the growing Civil War close to home. <br>
<br>
""Imaginative...lucid.""-<i>Chicago Tribune</i><br>
<br>
""Written beautifully...richly satisfying.""-Anne Perry<br>
<br>
6th in the wonderful Seneca Falls Historical Mystery series

                        <p>In 1861 New York State, librarian Glynis Tryon investigates the murder of a businessman, followed by the disappearance of his kitchen maid. A tale of sexual abuse.
</p>",en,First Edition,"Height: 8.52 Inches, Length: 5.62 Inches, Weight: 0.1 Pounds, Width: 1.19 Inches",21.95,https://images.isbndb.com/covers/69/94/9780425166994.jpg,Success,69,22.3.4
0-8070-7217-6,Night Bloom: An Italian-American Life (Bluestreak),"Cappello, Mary",Beacon Press,280,10/10/1999,,Paperback,"Of the mysterious Night Blooming Cereus, Mary Cappello writes: ""The flower fell into our neighborhood like a shooting star."" That neighborhood was a working-class suburb of Philadelphia riven by class distinction and haunted by contradiction. In tracing the marks that immigration and assimilation have left on her Italian-American family, Cappello also offers us her family's unsung art-their gardens, letters, and rosary beads-for the lessons they teach us about desire, creativity, and loss.",en,1,"Height: 7.99 Inches, Length: 5.39 Inches, Weight: 0.62390820146 Pounds, Width: 0.66 Inches",16,https://images.isbndb.com/covers/21/72/9780807072172.jpg,Success,137,22.3.4
0-374-15758-8,Foreign Brides,"Lappin, Elena",Farrar Straus & Giroux,208,1999,"Emigration and immigration, Emigration and immigration--Fiction, Married people, Married people--Fiction, Immigrants, Immigrants--Fiction, PR6062.A67 F67 1999, 823/.914",Hardcover,"Funny, irreverent, dark, and tender-a startling and sexy debut collection. 
<p>Women (and men) cope with foreign marriages in Elena Lappin's shrewd domestic comedies of the absurd, set in London, New York, and a constellation of European and Israeli cities. Transplanted across oceans and ensconced in strange houses where appliances malfunction and husbands are not what they seem, women like Noa, Vera, and Paula settle into lives of persistently unfamiliar routine, stirred up from time to time with a very crooked stick. In ""Noa and Noah,"" Noa, an Israeli, has been married for two years before her English improves and she realizes that her British husband, Noah, is not a glamorous young businessman but a dull junior debt collector. In revenge she begins to frequent a nonkosher butcher-and that's just the beginning. Vera, a Russian, married to an unsuccessful British butler, takes to cab driving and extortion in ""Peacock""; Paula, a German, married to her dead best friend's husband, writes stories and snorts cocaine in ""Bad Writing."" With perfect pitch and a poker face, Lappin writes insidiously funny tales about love and survival in an international no-man's-land of marriage.</p>",en,First Edition,"Height: 8.75 Inches, Length: 6 Inches, Weight: 1 Pounds, Width: 1 Inches",22,https://images.isbndb.com/covers/75/86/9780374157586.jpg,Success,140,22.3.4
0-8147-8244-2,Feminist Film Theory: A Reader,,NYU Press,361,4/1/1999,,Paperback,"Image Of Women In Film: Some Suggestions For Future Research / Sharon Smith -- Woman's Film / Molly Haskell -- Women's Cinema As Counter-cinema / Claire Johnston -- Crisis Of Naming In Feminist Film Criticism / B. Ruby Rich -- Visual Pleasure And Narrative Cinema / Laura Mulvey -- Caught And Rebecca: The Inscription Of Femininity As Absence / Mary Ann Doane -- Oedipus Interruptus / Teresa De Laurentis -- Lost Objects And Mistaken Subjects / Kaja Silverman -- Women And Film: A Discussion Of Feminist Aesthetics / Michelle Citron [and Others] -- Afterthoughts On Visual Pleasure And Narrative Cinema Inspired By King Vidor's Duel In The Sun (1946) / Laura Mulvey -- Film And The Masquerade: Theorising The Female Spectator / Mary Ann Doane -- Women's Genres: Melodrama, Soap Opera And Theory / Annette Kuhn -- Pleasurable Negotiations / Christine Gledhill -- Video Replay: Families, Films And Fantasy / Valerie Walkerdine -- Feminine Fascinations: Forms Of Identification In Star-audience Relations / Jackie Stacey -- Taboos And Totems: Cultural Meanings Of The Silence Of The Lambs / Janet Staiger -- Her Body, Himself: Gender In The Slasher Film / Carol J. Clover -- Horror And The Monstrous-feminine: An Imaginary Abjection / Barbara Creed -- Film Bodies: Gender, Genre And Excess / Linda Williams -- White Privilege And Looking Relations: Race And Gender In Feminist Film Theory / Jane Gaines -- Oppositional Gaze: Black Female Spectators / Bell Hooks -- Cinema And The Dark Continent: Race And Gender In Popular Film / Tania Modleski -- Gender Is Burning: Questions Of Appropriation And Subversion / Judith Butler. Edited By Sue Thornham. Includes Bibliographical References (p. [350]-351) And Index.",en,,"Height: 9.99998 Inches, Length: 7.00786 Inches, Weight: 1.43 Pounds, Width: 0.7622032 Inches",30,https://images.isbndb.com/covers/24/46/9780814782446.jpg,Success,124,22.3.4
